0	8
10	1
15	1
21	1
22	1
26	1
27	2
31	2
32	1
33	1
37	1
38	1
42	2
44	1
45	1
47	2
50	3
52	2
55	4
61	5
62	1
66	3
68	4
72	6
77	6
83	4
84	4
88	9
89	1
94	11
100	21
