0	85
5	2
10	1
16	2
21	3
22	2
25	1
26	1
27	2
29	1
31	3
32	1
33	5
34	1
35	1
36	2
37	1
38	8
39	1
40	1
42	2
44	4
45	1
47	2
50	5
52	9
55	8
57	2
61	11
62	1
63	6
66	8
68	5
72	9
73	5
77	13
78	1
83	7
84	6
88	14
89	2
94	17
100	28
